name,ind,sn_power,x_chp1,t,y_chp1,w1+w2,w3+w1+w2,w3,h1,h2,h1/h2,h3/h1,h3/h2,h3,x_chp2,y_chp2,x1,y1,ry1,x2,y2,ry2,x3,y3,ry3,r3,d3,s/n,rs/n,APD10,APD20,APD30,APD40,APD50,APD60,APD70,APD80,APD90,APD100,iap_sn
W5FebD1_10nM_Dofe_51_52_8000,10,6.342089541334113,865,259.6994,40.75787791387213,0.0078,3685,0.7292,0.6743621220861279,0.4928578937153335,1.3682688878178508,0.127568380764212,0.1745478464689725,0.0860272839632452,904,-8.990880081130967,880,1.758297980628643,715.12,886,-1.2118664121996947,-492.88,4550,-0.23362546979845036,-95.01816404437616,0.0001669002348915408,0.00012130186684044726,129.68326337295295,129.683263372953,0.13828554187192107,0.2656335698858377,0.39991744193061857,0.5252687356321839,0.6213151939655173,0.679645823953824,0.7105837076271186,0.7288651221922732,0.742287564423077,0.75815,48.82596527797391
W5FebD1_10nM_Dofe_51_52_8000,11,6.231149639209156,863,262.342,43.83729567454491,0.0078,3693,0.7308,0.6788827043254552,0.49726296215666316,1.3652388293330653,0.1319276899005328,0.18011280491641907,0.08956342689508374,902,-6.45372635254148,878,1.9079814457220858,722.72,884,-1.312819644300253,-497.28,4556,-0.2534853703613059,-96.01715324762523,0.0001611442635793282,0.00012600369568807507,130.8759519914171,130.87595199141714,0.13720707317073166,0.26639325485205223,0.401419036697248,0.5268335246293642,0.6226433934337999,0.6805140703517588,0.7113075941569871,0.7296554150863885,0.74326284992785,0.7592878787878788,48.82590467934869
W5FebD1_10nM_Dofe_51_52_8000,12,6.159815350762448,863,264.997,41.3783850454998,0.0078,3678,0.7278,0.6725416149545002,0.4980447175203545,1.3503639157201064,0.11630258534100035,0.15705081454944508,0.07821832856861995,902,-12.62802089593663,878,1.9946805660294102,713.92,884,-1.3916272079895908,-498.08,4541,-0.2538231843507216,-90.84634946455658,0.00014259693632382987,0.00011050908246484876,128.93884345332694,128.93884345332697,0.13789058201058202,0.26645539720422784,0.4014403164835166,0.5261931277213353,0.6220563755458515,0.6802760652395514,0.7114233032849504,0.7299844480230743,0.7436289701357466,0.7599264705882354,48.97731444188909
W5FebD1_10nM_Dofe_51_52_8000,13,6.554288581302432,863,267.66040000000004,36.9750208423801,0.0078,3697,0.7316,0.6707049791576198,0.4762789579349745,1.4082187927546235,0.11612694741897946,0.16353214970063487,0.07788692184828463,902,-15.227798620788008,878,1.907343884729344,707.68,884,-1.2837808602394885,-476.32,4560,-0.2509634194338799,-93.11472046907264,0.00014084087515893267,0.00010945323475025946,128.53410091081474,128.53410091081477,0.13757525675675672,0.2655422201405153,0.3993422289766972,0.5243854545454546,0.6206025178000206,0.6799729929556264,0.7115332683296582,0.7305731990539406,0.7445329080882354,0.7602,49.44997874961012
W5FebD1_10nM_Dofe_51_52_8000,14,6.0987060391418435,866,270.326,37.864807502494465,0.008,3662,0.7244,0.6581351924975055,0.49598527080588395,1.3269248730474557,0.12441373998535774,0.16508768613542998,0.08188106071459801,906,-6.10438935795537,882,1.6793684844888535,696.0,888,-1.1967913337736658,-496.0,4528,-0.21229883900203098,-87.98545007255338,0.00014855517409489532,0.000116242278129753,127.74336655294971,127.74336655294972,0.13946707070707073,0.2678844444444446,0.4010239879154079,0.5259474134897361,0.6217658426966293,0.680299755351682,0.7120631648351649,0.7309940775134515,0.744777468852459,0.7609850746268657,48.93902946525344
W5FebD1_10nM_Dofe_51_52_8000,15,6.459470540166537,866,272.9988,37.837940180976766,0.0078,3671,0.7264,0.6686820598190233,0.5054505436709528,1.3229426067337142,0.12676560711611062,0.16770362272236927,0.0847658872806099,905,-11.295257427915658,881,1.8424976793378296,706.52,887,-1.3182156583701607,-505.48,4537,-0.25051298788426946,-96.06114470852555,0.00015996544746295783,0.00011999700917413631,128.79692092394606,128.7969209239461,0.13922908163265305,0.26691379310344837,0.40075684542586776,0.524573706004141,0.6207004742205631,0.6800032921810699,0.7118958370900047,0.7310825389444315,0.7451399799949987,0.7614061538461538,49.19275380009714
W5FebD1_10nM_Dofe_51_52_8000,16,6.077520420280721,862,275.6686,29.40121380294566,0.0078,3670,0.7262,0.6949587861970543,0.5036122202700382,1.3799482185408758,0.12121772666786088,0.16727418597088942,0.0842413241906629,901,-9.055469324890794,877,2.222140506825157,724.36,884,-1.5450312618827962,-503.64,4532,-0.2862093213703332,-93.29679351555369,0.0001567198072407956,0.00011928819624846062,125.68504063911888,125.68504063911888,0.13900468750000003,0.2670881516587677,0.40140688616641146,0.5265374584717609,0.6233193383270911,0.6822463905861055,0.7136762482223659,0.7325800055660974,0.7464411525599359,0.7635968253968255,49.006530751755555
W5FebD1_10nM_Dofe_51_52_8000,17,6.012008644068153,858,278.356,28.811259828765657,0.0078,3665,0.7252,0.6911887401712343,0.47996413251805115,1.440084150757326,0.11387251698650135,0.16398600691910498,0.07870740155602735,897,-13.139840413173715,873,1.9653653462412553,720.0,879,-1.3102435641608368,-480.0,4523,-0.2507130368251435,-91.84724196920106,0.00015519708040275228,0.00011161004191155325,128.57558416723217,128.57558416723217,0.13892242333582644,0.26875103614457846,0.4011690207197383,0.5259913904761906,0.6223165912518853,0.6819806850641491,0.7137157800224467,0.7330030385461934,0.7470486526096823,0.7639709677419355,49.27990036310707
W5FebD1_10nM_Dofe_51_52_8000,18,5.891051526411477,851,281.0374,37.29594908960428,0.0078,3672,0.7266,0.6804240509103957,0.4982685291920082,1.3655770152968938,0.12491291622989677,0.17057820731725334,0.08499375247217728,890,-4.759396236702173,866,1.7298051900720508,717.72,872,-1.2009242185101452,-498.28,4523,-0.21631759246214138,-89.75314870887945,0.00015167586253543035,0.00012028552571777142,128.04053174159756,128.04053174159756,0.1392022631578947,0.2666328301886793,0.40017094368340966,0.5251194152923538,0.6219789519122852,0.6817878601875532,0.713825521885522,0.7330557389754321,0.7470793732718894,0.76348,48.77278163146589
W5FebD1_10nM_Dofe_51_52_8000,19,6.454258214528,859,283.71500000000003,35.16795055046298,0.0078,3661,0.7244,0.680392049449537,0.5044098347248289,1.3488873582742729,0.12358040692747509,0.1666960486348615,0.08408312634119254,898,-10.551984000300877,874,2.0455929710278546,715.56,881,-1.4420578544151306,-504.44,4520,-0.2705362464740964,-94.63511034149342,0.00013570443201986037,0.00011936843603235738,126.55903734926824,126.55903734926821,0.1394546739130435,0.2676699579831934,0.4015043530997307,0.5261991044776121,0.6231923732718895,0.6827675541795666,0.7146508879023308,0.7338614271167854,0.7478776195970056,0.7648181818181818,48.76810840772933
W5FebD1_10nM_Dofe_51_52_8000,20,5.809004686313449,860,286.4386,32.99259674009128,0.0078,3677,0.7276,0.6890474032599088,0.48992206170213176,1.4064428959699378,0.11331056904867347,0.1593648448768179,0.07807635336489104,899,-12.972900964736255,875,2.1115530494847103,722.04,881,-1.4328521025504521,-489.96,4537,-0.2662668697482596,-91.04925432962729,0.0001434154393093567,0.0001103396740600495,127.46949630811599,127.46949630811596,0.13846369578134285,0.2665371287128713,0.39925479575716555,0.5247173352435531,0.6217433230310135,0.6817394154488517,0.7143342479159115,0.7340424847413155,0.7483402846552163,0.7655266666666667,49.42292088217283
W5FebD1_10nM_Dofe_51_52_8000,21,6.213314557463851,864,289.16200000000003,32.206437158851536,0.0078,3666,0.7254,0.6814735628411485,0.48629592435927865,1.4013556945578496,0.12362969509709185,0.17324917724076033,0.08425036879078004,903,-9.245768278006551,879,1.8583964851122001,713.68,886,-1.2663594028693046,-486.32,4530,-0.2434605040076804,-93.4961370687866,0.0001562147500781696,0.00011943630392795583,126.76204144431897,126.76204144431897,0.13944227106227103,0.268536253968254,0.40109411690363356,0.5256833777777778,0.6234719454100683,0.6832473779637377,0.7155883149717515,0.7351563233990525,0.7494561496201052,0.7678776119402986,49.073336304370656
